Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Telephone,China,55419.1,51543.0,38495.4,830.0,46.38,66.77,13047.6,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Telephone,Netherlands,67037.08,62348.4,46565.52,1004.0,46.38,66.77,15782.88,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Telephone,Denmark,63631.81,59181.3,44200.14,953.0,46.38,66.77,14981.16,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Telephone,France,92943.84,86443.2,64560.96,1392.0,46.38,66.77,21882.24,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Telephone,Austria,111706.21,103211.91,77593.74,1673.0,46.38,66.77,25618.17,61.81285714
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Telephone,Italy,26040.3,24219.0,18088.2,390.0,46.38,66.77,6130.8,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Canada,366834.38,339939.24,254811.72,5494.0,46.38,66.77,85127.52,61.9325
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Brazil,244778.82,226766.16,170029.08,3666.0,46.38,66.77,56737.08,61.899
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Japan,176606.65,162962.07,122675.1,2645.0,46.38,66.77,40286.97,61.698
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Korea,86734.23,80667.9,60247.62,1299.0,46.38,66.77,20420.28,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,China,631443.89,587279.7,438615.66,9457.0,46.38,66.77,148664.04,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Singapore,126262.07,117431.1,87704.58,1891.0,46.38,66.77,29726.52,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Netherlands,271086.2,250795.38,188302.8,4060.0,46.38,66.77,62492.58,61.84875
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Sweden,85332.06,78394.98,59273.64,1278.0,46.38,66.77,19121.34,61.43
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Finland,196303.8,182574.0,136357.2,2940.0,46.38,66.77,46216.8,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,France,248718.25,231322.5,172765.5,3725.0,46.38,66.77,58557.0,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Germany,136010.49,126497.7,94476.06,2037.0,46.38,66.77,32021.64,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Belgium,91541.67,84741.12,63586.98,1371.0,46.38,66.77,21154.14,61.87666667
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Austria,74582.09,69365.7,51806.46,1117.0,46.38,66.77,17559.24,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Italy,56954.81,52971.3,39562.14,853.0,46.38,66.77,13409.16,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Web,Spain,244845.59,226707.66,170075.46,3667.0,46.38,66.77,56632.2,61.87666667
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Special,Canada,81459.4,75762.0,56583.6,1220.0,46.38,66.77,19178.4,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Special,Mexico,50544.89,47009.7,35109.66,757.0,46.38,66.77,11900.04,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Special,China,81259.09,73129.53,56444.46,1217.0,46.38,66.77,16685.07,60.09
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Special,Singapore,41597.71,38688.3,28894.74,623.0,46.38,66.77,9793.56,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Special,Belgium,19964.23,18567.9,13867.62,299.0,46.38,66.77,4700.28,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Mail,Japan,58356.98,54275.4,40536.12,874.0,46.38,66.77,13739.28,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Mail,Netherlands,36589.96,34030.8,25416.24,548.0,46.38,66.77,8614.56,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Mail,France,95614.64,87839.79,66416.16,1432.0,46.38,66.77,21423.63,61.43
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Mail,Germany,95214.02,88554.6,66137.88,1426.0,46.38,66.77,22416.72,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Mail,Spain,29378.8,27324.0,20407.2,440.0,46.38,66.77,6916.8,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,E-mail,Canada,259802.07,241631.1,180464.58,3891.0,46.38,66.77,61166.52,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,E-mail,Japan,171532.13,159534.9,119150.22,2569.0,46.38,66.77,40384.68,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,E-mail,Korea,48808.87,45395.1,33903.78,731.0,46.38,66.77,11491.32,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,E-mail,Sweden,104361.51,97062.3,72491.94,1563.0,46.38,66.77,24570.36,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,E-mail,Germany,252991.53,232880.88,175733.82,3789.0,46.38,66.77,57147.06,61.5975
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,E-mail,Italy,50544.89,47009.7,35109.66,757.0,46.38,66.77,11900.04,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,E-mail,Spain,22835.34,21238.2,15861.96,342.0,46.38,66.77,5376.24,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Fax,Brazil,22701.8,21114.0,15769.2,340.0,46.38,66.77,5344.8,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Fax,Netherlands,34853.94,32416.2,24210.36,522.0,46.38,66.77,8205.84,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Fax,Finland,71243.59,66260.7,49487.46,1067.0,46.38,66.77,16773.24,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Fax,France,30113.27,28007.1,20917.38,451.0,46.38,66.77,7089.72,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Single Flame,Fax,Germany,30647.43,28503.9,21288.42,459.0,46.38,66.77,7215.48,62.1
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Telephone,Japan,186677.1,165096.46,92250.0,1230.0,75.0,151.77,72846.46,136.16285714
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Telephone,Singapore,33541.17,31194.15,16575.0,221.0,75.0,151.77,14619.15,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Telephone,Netherlands,188801.88,156494.83,93300.0,1244.0,75.0,151.77,63194.83,129.51333333
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Telephone,Sweden,22613.73,21031.35,11175.0,149.0,75.0,151.77,9856.35,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Telephone,Denmark,16239.39,15103.05,8025.0,107.0,75.0,151.77,7078.05,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Telephone,France,196542.15,166556.1,97125.0,1295.0,75.0,151.77,69431.1,131.17571429
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Telephone,Austria,55396.05,51519.75,27375.0,365.0,75.0,151.77,24144.75,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Canada,176812.05,164439.75,87375.0,1165.0,75.0,151.77,77064.75,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Mexico,27622.14,25689.3,13650.0,182.0,75.0,151.77,12039.3,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Brazil,249965.19,218440.23,123525.0,1647.0,75.0,151.77,94915.23,135.33166667
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Japan,215058.09,184090.59,106275.0,1417.0,75.0,151.77,77815.59,132.4225
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Korea,184248.78,171356.1,91050.0,1214.0,75.0,151.77,80306.1,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,China,612088.41,537280.39,302475.0,4033.0,75.0,151.77,234805.39,135.33166667
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Singapore,36728.34,34158.3,18150.0,242.0,75.0,151.77,16008.3,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Netherlands,127942.11,118989.45,63225.0,843.0,75.0,151.77,55764.45,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Sweden,79527.48,73962.6,39300.0,524.0,75.0,151.77,34662.6,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Finland,268936.44,239819.35,132900.0,1772.0,75.0,151.77,106919.35,137.27111111
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Denmark,35817.72,33311.4,17700.0,236.0,75.0,151.77,15611.4,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,France,261803.25,236676.3,129375.0,1725.0,75.0,151.77,107301.3,137.97636364
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Germany,233725.8,200509.47,115500.0,1540.0,75.0,151.77,85009.47,133.39222222
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Belgium,81804.03,71017.9,40425.0,539.0,75.0,151.77,30592.9,134.168
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Austria,99712.89,85020.44,49275.0,657.0,75.0,151.77,35745.44,131.17571429
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Web,Spain,191989.05,171049.1,94875.0,1265.0,75.0,151.77,76174.1,137.27111111
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Special,Canada,137351.85,112869.09,67875.0,905.0,75.0,151.77,44994.09,127.186
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Special,Mexico,22613.73,21031.35,11175.0,149.0,75.0,151.77,9856.35,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Special,Singapore,45682.77,31978.24,22575.0,301.0,75.0,151.77,9403.24,106.24
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Mail,Japan,48111.09,44744.55,23775.0,317.0,75.0,151.77,20969.55,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Mail,Korea,99712.89,69799.68,49275.0,657.0,75.0,151.77,20524.68,106.24
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Mail,Netherlands,19578.33,18208.35,9675.0,129.0,75.0,151.77,8533.35,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Mail,France,58583.22,54483.9,28950.0,386.0,75.0,151.77,25533.9,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Mail,Germany,29746.92,27665.4,14700.0,196.0,75.0,151.77,12965.4,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,E-mail,Canada,206862.51,192387.45,102225.0,1363.0,75.0,151.77,90162.45,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,E-mail,Japan,153894.78,133805.13,76050.0,1014.0,75.0,151.77,57755.13,134.168
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,E-mail,Sweden,73911.99,61967.51,36525.0,487.0,75.0,151.77,25442.51,129.51333333
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,E-mail,Germany,219459.42,191709.85,108450.0,1446.0,75.0,151.77,83259.85,134.168
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,E-mail,Italy,152832.39,127650.4,75525.0,1007.0,75.0,151.77,52125.4,129.51333333
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,E-mail,Spain,39763.74,36981.3,19650.0,262.0,75.0,151.77,17331.3,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Fax,Canada,25042.05,23289.75,12375.0,165.0,75.0,151.77,10914.75,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Fax,Japan,50691.18,47144.1,25050.0,334.0,75.0,151.77,22094.1,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Fax,Singapore,75126.15,69869.25,37125.0,495.0,75.0,151.77,32744.25,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Fax,Finland,33085.86,30770.7,16350.0,218.0,75.0,151.77,14420.7,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Fax,France,30505.77,21354.24,15075.0,201.0,75.0,151.77,6279.24,106.24
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Fax,Germany,47352.24,44038.8,23400.0,312.0,75.0,151.77,20638.8,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Fax,Italy,17757.09,16514.55,8775.0,117.0,75.0,151.77,7739.55,141.15
2004,Camping Equipment,Cooking Gear,TrailChef Double Flame,Fax,Spain,32934.09,23054.08,16275.0,217.0,75.0,151.77,6779.08,106.24
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Canada,21731.84,20211.36,13572.0,208.0,65.25,104.48,6639.36,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Mexico,28209.6,26235.9,17617.5,270.0,65.25,104.48,8618.4,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Brazil,15880.96,14769.84,9918.0,152.0,65.25,104.48,4851.84,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Japan,233826.24,210848.13,146029.5,2238.0,65.25,104.48,64818.63,94.15
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,China,29045.44,27013.26,18139.5,278.0,65.25,104.48,8873.76,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Singapore,95285.76,85140.0,59508.0,912.0,65.25,104.48,25632.0,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Netherlands,27269.28,25361.37,17030.25,261.0,65.25,104.48,8331.12,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Sweden,18806.4,17490.6,11745.0,180.0,65.25,104.48,5745.6,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Denmark,53180.32,46143.57,33212.25,509.0,65.25,104.48,12931.32,90.375
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,France,122032.64,108140.1,76212.0,1168.0,65.25,104.48,31928.1,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Austria,44821.92,41685.93,27992.25,429.0,65.25,104.48,13693.68,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Spain,18492.96,17199.09,11549.25,177.0,65.25,104.48,5649.84,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Canada,174377.12,162176.73,108902.25,1669.0,65.25,104.48,53274.48,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Mexico,55687.84,47945.64,34778.25,533.0,65.25,104.48,13167.39,90.375
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Brazil,180959.36,162318.84,113013.0,1732.0,65.25,104.48,49305.84,94.452
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Japan,86822.88,80748.27,54222.75,831.0,65.25,104.48,26525.52,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Korea,102703.84,91577.01,64140.75,983.0,65.25,104.48,27436.26,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,China,501086.08,454095.3,312939.0,4796.0,65.25,104.48,141156.3,94.69909091
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Netherlands,239990.56,217423.74,149879.25,2297.0,65.25,104.48,67544.49,95.66
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Sweden,74598.72,69379.38,46588.5,714.0,65.25,104.48,22790.88,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Finland,234975.52,210476.46,146747.25,2249.0,65.25,104.48,63729.21,93.7725
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Denmark,23299.04,21668.91,14550.75,223.0,65.25,104.48,7118.16,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,France,134570.24,122695.17,84042.0,1288.0,65.25,104.48,38653.17,95.22857143
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Germany,107405.44,96968.91,67077.0,1028.0,65.25,104.48,29891.91,94.452
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Belgium,78777.92,71349.99,49198.5,754.0,65.25,104.48,22151.49,94.69909091
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Austria,89852.8,79380.48,56115.0,860.0,65.25,104.48,23265.48,93.7725
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Italy,38030.72,35369.88,23751.0,364.0,65.25,104.48,11618.88,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Spain,190049.12,171424.95,118689.75,1819.0,65.25,104.48,52735.2,94.452
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Canada,53598.24,47103.03,33473.25,513.0,65.25,104.48,13629.78,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Mexico,16925.76,15741.54,10570.5,162.0,65.25,104.48,5171.04,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Belgium,7836.0,7287.75,4893.75,75.0,65.25,104.48,2394.0,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Korea,37090.4,34495.35,23163.75,355.0,65.25,104.48,11331.6,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Singapore,25075.2,23320.8,15660.0,240.0,65.25,104.48,7660.8,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Netherlands,15985.44,14867.01,9983.25,153.0,65.25,104.48,4883.76,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,France,46493.6,43240.65,29036.25,445.0,65.25,104.48,14204.4,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Germany,24239.36,22543.44,15138.0,232.0,65.25,104.48,7405.44,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Canada,215855.68,198171.12,134806.5,2066.0,65.25,104.48,63364.62,95.93454545
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Japan,249811.68,226462.59,156012.75,2391.0,65.25,104.48,70449.84,94.452
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Korea,40747.2,37896.3,25447.5,390.0,65.25,104.48,12448.8,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Netherlands,21940.8,17551.8,13702.5,210.0,65.25,104.48,3849.3,83.58
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Sweden,55792.32,49442.58,34843.5,534.0,65.25,104.48,14599.08,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Germany,286588.64,259225.89,178980.75,2743.0,65.25,104.48,80245.14,94.452
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Italy,106465.12,93580.23,66489.75,1019.0,65.25,104.48,27090.48,91.734
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Spain,18597.44,17296.26,11614.5,178.0,65.25,104.48,5681.76,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Brazil,14418.24,13409.46,9004.5,138.0,65.25,104.48,4404.96,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Japan,15254.08,14186.82,9526.5,146.0,65.25,104.48,4660.32,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Singapore,21418.4,19919.85,13376.25,205.0,65.25,104.48,6543.6,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Finland,94345.44,87744.51,58920.75,903.0,65.25,104.48,28823.76,97.17
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Mexico,15617.0,15240.89,4194.28,2231.0,1.88,7.0,11046.61,6.8425
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Brazil,13314.0,13094.55,3575.76,1902.0,1.88,7.0,9518.79,6.895
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Japan,52521.0,50945.37,14105.64,7503.0,1.88,7.0,36839.73,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Singapore,37289.0,35467.53,10014.76,5327.0,1.88,7.0,25452.77,6.66
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Netherlands,5068.0,4915.96,1361.12,724.0,1.88,7.0,3554.84,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Denmark,18340.0,17994.06,4925.6,2620.0,1.88,7.0,13068.46,6.87
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,France,22659.0,21897.89,6085.56,3237.0,1.88,7.0,15812.33,6.76666667
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Austria,20503.0,20503.0,5506.52,2929.0,1.88,7.0,14996.48,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Italy,3269.0,3269.0,877.96,467.0,1.88,7.0,2391.04,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Spain,4088.0,3965.36,1097.92,584.0,1.88,7.0,2867.44,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Canada,27391.0,26569.27,7356.44,3913.0,1.88,7.0,19212.83,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Mexico,12929.0,12541.13,3472.36,1847.0,1.88,7.0,9068.77,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Brazil,21651.0,21541.17,5814.84,3093.0,1.88,7.0,15726.33,6.97
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Japan,9422.0,9139.34,2530.48,1346.0,1.88,7.0,6608.86,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Korea,38878.0,37070.74,10441.52,5554.0,1.88,7.0,26629.22,6.67333333
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,China,99043.0,95081.28,26600.12,14149.0,1.88,7.0,68481.16,6.72
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Netherlands,23639.0,22929.83,6348.76,3377.0,1.88,7.0,16581.07,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Finland,5089.0,4936.33,1366.76,727.0,1.88,7.0,3569.57,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Denmark,2905.0,2817.85,780.2,415.0,1.88,7.0,2037.65,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Belgium,6874.0,6874.0,1846.16,982.0,1.88,7.0,5027.84,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Austria,10059.0,10059.0,2701.56,1437.0,1.88,7.0,7357.44,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Italy,8267.0,8018.99,2220.28,1181.0,1.88,7.0,5798.71,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Spain,21903.0,21440.58,5882.52,3129.0,1.88,7.0,15558.06,6.86
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Belgium,3402.0,3402.0,913.68,486.0,1.88,7.0,2488.32,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Netherlands,26180.0,25394.6,7031.2,3740.0,1.88,7.0,18363.4,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,France,7301.0,7179.62,1960.84,1043.0,1.88,7.0,5218.78,6.895
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Spain,8316.0,8066.52,2233.44,1188.0,1.88,7.0,5833.08,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Canada,66871.0,64373.47,17959.64,9553.0,1.88,7.0,46413.83,6.74058824
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Japan,47831.0,46498.97,12846.04,6833.0,1.88,7.0,33652.93,6.80909091
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Korea,19628.0,18756.64,5271.52,2804.0,1.88,7.0,13485.12,6.69666667
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Sweden,3535.0,3393.6,949.4,505.0,1.88,7.0,2444.2,6.72
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Germany,59122.0,57130.85,15878.48,8446.0,1.88,7.0,41252.37,6.76941176
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Italy,11634.0,11388.72,3124.56,1662.0,1.88,7.0,8264.16,6.86
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Spain,3682.0,3571.54,988.88,526.0,1.88,7.0,2582.66,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Brazil,3031.0,3031.0,814.04,433.0,1.88,7.0,2216.96,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Finland,22225.0,21558.25,5969.0,3175.0,1.88,7.0,15589.25,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Belgium,1386.0,1386.0,372.24,198.0,1.88,7.0,1013.76,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Spain,8421.0,8168.37,2261.64,1203.0,1.88,7.0,5906.73,6.79
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Canada,7176.0,6960.72,2839.2,312.0,9.1,23.0,4121.52,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Brazil,5612.0,5443.64,2220.4,244.0,9.1,23.0,3223.24,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Japan,90597.0,87879.09,35844.9,3939.0,9.1,23.0,52034.19,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Netherlands,6739.0,6536.83,2666.3,293.0,9.1,23.0,3870.53,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Denmark,29003.0,28132.91,11475.1,1261.0,9.1,23.0,16657.81,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,France,50439.0,48791.97,19956.3,2193.0,9.1,23.0,28835.67,22.24428571
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Austria,29417.0,28534.49,11638.9,1279.0,9.1,23.0,16895.59,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Spain,6463.0,6269.11,2557.1,281.0,9.1,23.0,3712.01,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Canada,66447.0,64453.59,26289.9,2889.0,9.1,23.0,38163.69,22.31
